Id,Name,Location__c,Sub_Location__c,Current_Location__c,Inventory_Count_Date__c,Stock_Checked__c,LastModifiedDate
a06Ro00000gbvVNIAY,539640,"Tampa, FL",Final Tested - Pending FG,TPA | NC | 205 | B1,2026-08-05,,2026-08-07T14:05:12.000+0000
a06Ro00000gxARNIA2,540709,"Tampa, FL",WIP/KWHYBREW,,,,2026-07-13T14:20:35.000+0000
a06Ro00000h2NJ7IAM,541082,"Tampa, FL",Final Tested - Pending FG,,,,2026-07-08T19:24:08.000+0000
a06Ro00000h6cjNIAQ,541407,"Tampa, FL",Trophon Depot Repair,,,,2026-07-15T15:10:35.000+0000
a06Ro00000hLNfBIAW,541963,"Tampa, FL",,FG | TPA | 100 | F1,2026-07-22,,2026-07-22T13:38:28.000+0000
a06Ro00000hfn5dIAA,543243,"Tampa, FL",,FG | TPA | 100 | E1,2026-07-22,,2026-07-22T13:38:28.000+0000
a06Ro00000hfnNNIAY,543246,"Tampa, FL",,FG | TPA | 100 | F1,2026-07-22,,2026-07-22T13:38:28.000+0000
a06Ro00000hhSEnIAM,543481,"Tampa, FL",,FG | TPA | 120 | K4,2026-07-22,,2026-07-22T13:38:28.000+0000
a06Ro00000hjynFIAQ,543670,"Tampa, FL",,,,,2026-07-22T13:33:54.000+0000
a06Ro00000hn6mgIAA,544000,"Tampa, FL",,,,,2026-07-22T12:12:45.000+0000
a06Ro00000hn9cTIAQ,544001,"Tampa, FL",,,,,2026-07-22T12:13:18.000+0000
a06Ro00000hn9m9IAA,544006,"Tampa, FL",,,,,2026-07-22T12:13:52.000+0000
a06Ro00000hn9pNIAQ,544007,"Tampa, FL",,TPA | WIP | 220 | B1,2026-08-05,,2026-08-07T14:05:27.000+0000
a06Ro00000hnANFIA2,544013,"Tampa, FL",,,,,2026-07-22T12:16:03.000+0000
a06Ro00000hnUx3IAE,544041,"Tampa, FL",,,,,2026-07-22T14:22:45.000+0000
a06Ro00000hnV9xIAE,544042,"Tampa, FL",,,,,2026-07-22T14:22:46.000+0000
a06Ro00000hnbNSIAY,544082,"Tampa, FL",,,,,2026-08-12T14:03:01.000+0000
a06Ro00000hnbgoIAA,544070,"Tampa, FL",,,,,2026-07-22T20:21:47.000+0000
a06Ro00000hnepxIAA,544074,"Tampa, FL",,,,,2026-07-22T20:21:50.000+0000
a06Ro00000hng6zIAA,544079,"Tampa, FL",,,,,2026-08-18T15:28:03.000+0000
a06Ro00000hngDRIAY,544080,"Tampa, FL",,,,,2026-08-12T14:01:38.000+0000
a06Ro00000hni2LIAQ,544094,"Tampa, FL",,,,,2026-07-22T15:47:47.000+0000
a06Ro00000hnlHxIAI,544100,Material Transfer,,Material Transfer,,,2026-07-22T20:45:00.000+0000
a06Ro00000hpONhIAM,544274,"Tampa, FL",,,,,2026-07-23T16:30:53.000+0000
a06Ro00000hsM2nIAE,544669,"Tampa, FL",,,,,2026-08-12T16:51:54.000+0000
a06Ro00000hunJqIAI,544842,"Tampa, FL",,,,,2026-07-24T13:43:18.000+0000
a06Ro00000huyTnIAI,544840,"Tampa, FL",,,,,2026-07-24T13:43:18.000+0000
a06Ro00000hvnPrIAI,544991,"Tampa, FL",,,,,2026-08-18T14:42:45.000+0000
a06Ro00000hx4LNIAY,545154,"Tampa, FL",,TPA | NC | 205 | A2,2026-08-05,,2026-08-07T14:05:12.000+0000
a06Ro00000i3AntIAE,545311,"Tampa, FL",,Shipping,,,2026-08-11T18:18:09.000+0000
a06Ro00000i6N73IAE,545517,"Tampa, FL",,,,,2026-07-29T19:14:22.000+0000
a06Ro00000i8kXNIAY,545748,"Tampa, FL",WIP/EBALLARD,FSE | Victor Rodgers,2026-07-28,,2026-08-07T17:51:54.000+0000
a06Ro00000iBDn0IAG,545931,"Tampa, FL",,,,,2026-07-30T15:38:26.000+0000
a06Ro00000iFFNEIA4,546227,"Tampa, FL",,,,,2026-07-30T15:04:02.000+0000
a06Ro00000ipxnvIAA,548733,"Tampa, FL",Final Tested - Pending FG,,,,2026-08-10T18:24:43.000+0000
a06Ro00000ixzniIAA,549271,"Tampa, FL",,,,,2026-08-12T15:21:41.000+0000
a06Ro00000j1ognIAA,549651,"Tampa, FL",,,,,2026-08-13T13:23:01.000+0000
