"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32"
"0PS0B000000b5wlWAA","CRMUserPsl","CRM User","Denotes that the user is a Sales Cloud or Service Cloud user.","false","","","false","Standard","force","false","","","","","","2","","Campaign Influence2; Pardot User","2","2","2","2","2","1","1","0","0","0","2016-05-07 20:10:06 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PS0B000000b5wlWAA"
"0PS5b000001V2FUGA0","Calibration_Access","Calibration Access","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","1","1","35","0","0","2023-06-08 10:22:29 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000001V2FUGA0"
"0PSRo000000EG05OAG","Case_FLS_Edit_Case_Owner","Case - FLS - Edit - Case Owner","","false","","","true","Regular","","false","","","","","","0","","","1","1","0","0","0","0","0","0","0","1","2026-05-18 14:17:19 UTC","2026-05-18 14:18:18 UTC","https://probomedical.my.salesforce.com/0PSRo000000EG05OAG"
"0PSRo0000004PZJOA2","Case_Solving_Access","Case Solving Access","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","1","0","122","0","0","2024-10-09 08:44:23 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000004PZJOA2"
"0PS5b000000HlmXGAS","Certain_Asset_Fields","Certain Asset Fields","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","6","0","1","2022-06-16 09:08:15 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HlmXGAS"
"0PS4O000000OaONWA0","Change_Account_Owner","Change Account Owner","Grants permission to change the account owner of an account that's not theirs.","false","","","true","Regular","","false","","","","","","1","","Transfer Any Entity","1","1","1","1","0","1","0","2","0","1","2019-04-25 02:54:13 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000OaONWA0"
"0PS5b000000DgrkGAC","Change_Asset_Ownership","Change Asset Ownership","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","1","2022-09-30 15:47:22 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000DgrkGAC"
"0PS4O000000Wu5hWAC","Change_Capacitance","Change Capacitance/Sensitivity","Permission Set for Bill, Arin and Kyle to edit capacitance and sensitivity fields on the product object.","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","0","0","2","0","0","2020-01-31 18:37:48 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000Wu5hWAC"
"0PSRo0000007MbhOAE","Change_Functional_and_Cosmetic_Ratings_on_Ultrasound_Probe_and_System_Assets","Change Functional and Cosmetic Ratings on Ultrasound Probe and System Assets","This is to enable users to manually adjust the Functional Rating and Cosmetic Rating found on Assets. This has specifically been requested to enable the UK Ultrasound Workshop to give more accurate ratings.","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","2","0","0","2025-05-29 10:33:41 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000007MbhOAE"
"0PSRo00000082RFOAY","Change_Invoice_Number_on_Opp","Change Invoice Number on Opp","Controlled field.  Permission can only be granted by CFO.","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2025-06-20 18:15:51 UTC","2025-06-20 18:18:00 UTC","https://probomedical.my.salesforce.com/0PSRo00000082RFOAY"
"0PS5b000000HnRMGA0","Change_Log","Change Log","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","1","0","7","0","1","2022-09-20 18:47:02 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HnRMGA0"
"0PSRo0000008wMzOAI","Change_Opp_Once_Synced","Change Opp Once Synced","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","0","1","0","2025-09-25 12:35:05 UTC","2025-09-25 12:35:05 UTC","https://probomedical.my.salesforce.com/0PSRo0000008wMzOAI"
"0PS5b000000HlKOGA0","Change_Opportunity_Owner","Change Opportunity Owner","","false","","","true","Regular","","false","","","","","","1","","Transfer Any Entity","1","1","1","1","1","0","0","5","0","1","2022-05-17 11:11:29 UTC","2026-04-13 20:52:34 UTC","https://probomedical.my.salesforce.com/0PS5b000000HlKOGA0"
"0PS4O000000vMY8WAM","Change_RMA_action","Change RMA action","Change RMA action to get ready for approval.","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","5","0","0","2021-04-09 17:53:19 UTC","2026-01-21 19:13:04 UTC","https://probomedical.my.salesforce.com/0PS4O000000vMY8WAM"
"0PS4O000000WtRwWAK","Change_Record_Type","Change Record Type RMA","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","0","0","8","0","1","2019-08-14 18:35:57 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000WtRwWAK"
"0PS4O000000vMaYWAU","Change_opportunity_record_type_field_on_Asset_page","Change opportunity record type field on Asset page","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2021-04-15 19:55:37 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000vMaYWAU"
"0PSRo0000006udpOAA","ChannelPartnerInventoryReadOnlyPsl","Channel Inventory Read-Only Access","Gives users read-only access to Channel Inventory features.","false","","","false","Standard","force","false","","","","","","0","","","4","4","0","0","0","0","0","0","0","0","2025-04-12 13:14:49 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000006udpOAA"
"0PS4O000000zpNhWAI","Chargent_Admin_Base","Chargent Admin (Base)","","false","","","true","Regular","ChargentBase","false","","","","","","0","","","3","3","2","2","2","1","1","83","24","4","2020-08-24 16:22:46 UTC","2026-07-07 22:16:28 UTC","https://probomedical.my.salesforce.com/0PS4O000000zpNhWAI"
"0PS4O000000zpNmWAI","Chargent_Admin_Orders","Chargent Admin (Orders)","","false","","","true","Regular","ChargentOrders","false","","","","","","0","","","9","9","9","9","9","9","9","234","15","4","2020-08-24 16:29:23 UTC","2026-07-07 22:27:23 UTC","https://probomedical.my.salesforce.com/0PS4O000000zpNmWAI"
"0PSRo0000002mGiOAI","Chargent_Admin_User","Chargent Admin User","","false","","","true","Group","ChargentOrders","false","","","","","","0","","","15","15","14","14","14","13","13","359","44","9","2024-05-31 15:07:27 UTC","2026-07-07 22:30:01 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mGiOAI"
"0PSRo0000002mGjOAI","Chargent_Community_User","Chargent Community User","","false","","","true","Group","ChargentOrders","false","","","","","","0","","","7","7","4","4","0","0","0","95","10","1","2024-05-31 15:07:29 UTC","2026-07-07 22:30:17 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mGjOAI"
"0PSRo0000002mGfOAI","Chargent_Create_Orders","Chargent Create Orders","Allows users to create Chargent Order records.","false","","","true","Regular","ChargentOrders","false","","","","","","0","","","3","3","3","0","0","0","0","173","0","3","2024-05-31 15:07:25 UTC","2025-11-04 23:27:50 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mGfOAI"
"0PSRo0000002mDROAY","Chargent_Create_Payment_Methods","Chargent Create Payment Methods","Allows users to create Chargent Log, Chargent Payment Method, and Chargent Token records.","false","","","true","Regular","ChargentBase","false","","","","","","0","","","4","4","4","0","0","0","0","49","0","1","2024-05-31 15:01:19 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mDROAY"
"0PSRo0000002mDSOAY","Chargent_Delete_Payment_Methods","Chargent Delete Payment Methods","Allows users to delete Chargent Log, Chargent Payment Method, and Chargent Token records.","false","","","true","Regular","ChargentBase","false","","","","","","0","","","4","4","0","4","4","0","0","48","0","1","2024-05-31 15:01:20 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mDSOAY"
"0PSRo0000002mGgOAI","Chargent_Edit_Orders","Chargent Edit Orders","Allows users to edit Chargent Order records.","false","","","true","Regular","ChargentOrders","false","","","","","","0","","","3","3","2","1","0","0","0","172","0","3","2024-05-31 15:07:26 UTC","2025-11-04 23:27:51 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mGgOAI"
"0PSRo0000002mDTOAY","Chargent_Edit_Payment_Methods","Chargent Edit Payment Methods","Allows users to edit Chargent Log, Chargent Payment Method, and Chargent Token records.","false","","","true","Regular","ChargentBase","false","","","","","","0","","","4","4","0","4","0","0","0","49","0","1","2024-05-31 15:01:20 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mDTOAY"
"0PSRo0000002mGkOAI","Chargent_Guest_User","Chargent Guest User","","false","","","true","Group","ChargentOrders","false","","","","","","0","","","5","5","4","0","0","0","0","49","10","1","2024-05-31 15:07:31 UTC","2026-07-07 22:30:08 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mGkOAI"
"0PS4O0000009WqPWAU","ChargentAnyObj_Payment_Console","Chargent Payment Console","","false","","","true","Regular","ChargentAnyObj","false","","","","","","0","","","0","0","0","0","0","0","0","0","10","0","2021-02-02 22:03:29 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009WqPWAU"
"0PSRo0000002mGhOAI","Chargent_Payment_Methods_Use_Pay_Forms","Chargent Payment Methods Use Pay Forms","Allows users to load and use Chargent payment forms.","false","","","true","Regular","ChargentOrders","false","","","","","","0","","","0","0","0","0","0","0","0","4","7","0","2024-05-31 15:07:26 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mGhOAI"
"0PS4O0000009WqQWAU","ChargentAnyObj_Payment_Request","Chargent Payment Request","","false","","","true","Regular","ChargentAnyObj","false","","","","","","0","","","0","0","0","0","0","0","0","0","11","0","2021-02-02 22:03:30 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009WqQWAU"
"0PSRo0000002mDUOAY","Chargent_Read_Gateways","Chargent Read Gateways","Allows users to read Gateway records.","false","","","true","Regular","ChargentBase","false","","","","","","0","","","1","1","0","0","0","0","0","45","0","0","2024-05-31 15:01:20 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mDUOAY"
"0PSRo0000002mGlOAI","Chargent_Standard_User","Chargent Standard User","","false","","","true","Group","ChargentOrders","false","","","","","","0","","","15","15","11","13","2","0","0","349","27","3","2024-05-31 15:07:32 UTC","2026-07-07 22:29:55 UTC","https://probomedical.my.salesforce.com/0PSRo0000002mGlOAI"
"0PS5b000000DhA3GAK","Chargent_Terminal_Admin","Chargent Terminal Admin","","false","","","true","Regular","cterminal","false","","","","","","0","","","0","0","0","0","0","0","0","0","16","3","2022-10-13 13:36:20 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000DhA3GAK"
"0PS5b000000DhA4GAK","Chargent_Terminal_Unlinked_Payments","Chargent Terminal Unlinked Payments","Adds ability for a Chargent Terminal User to reconcile unlinked Chargent Terminal Payment matching them up with the related Salesforce Objects. This is not needed for those with the Chargent Terminal Admin Profile","false","","","true","Regular","cterminal","false","","","","","","0","","","0","0","0","0","0","0","0","0","0","1","2022-10-13 13:36:22 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000DhA4GAK"
"0PS5b000000DhA5GAK","Chargent_Terminal_User","Chargent Terminal User","","false","","","true","Regular","cterminal","false","","","","","","0","","","0","0","0","0","0","0","0","0","16","2","2022-10-13 13:36:22 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000DhA5GAK"
"0PS4O000000zpNiWAI","Chargent_User_Base","Chargent User (Base)","","false","","","true","Regular","ChargentBase","false","","","","","","0","","","3","3","1","1","1","0","0","80","11","2","2020-08-24 16:22:47 UTC","2026-07-07 22:16:29 UTC","https://probomedical.my.salesforce.com/0PS4O000000zpNiWAI"
"0PS4O000000zpNnWAI","Chargent_User_Orders","Chargent User (Orders)","","false","","","true","Regular","ChargentOrders","false","","","","","","0","","","9","9","7","9","1","0","0","222","9","4","2020-08-24 16:29:24 UTC","2026-07-07 22:27:24 UTC","https://probomedical.my.salesforce.com/0PS4O000000zpNnWAI"
"0PSRo000000FknJOAS","Chargent_View_All_Modify_All_Payment_Methods","Chargent View All Modify All Payment Methods","Allows users to modify All the Chargent Log, Chargent Payment Method, and Chargent Token records.","false","","","true","Regular","ChargentBase","false","","","","","","0","","","3","3","0","3","3","3","3","0","0","1","2026-07-07 22:16:31 UTC","2026-07-07 22:16:31 UTC","https://probomedical.my.salesforce.com/0PSRo000000FknJOAS"
"0PSRo0000009qx3OAA","Chargent_Waive_Surcharge","Chargent Waive Surcharge","Allows users to waive surcharge fees.","false","","","true","Regular","ChargentOrders","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2025-11-04 23:27:53 UTC","2025-11-04 23:27:53 UTC","https://probomedical.my.salesforce.com/0PSRo0000009qx3OAA"
"0PSRo000000D0obOAC","sfdc_chatbot","Chatbot","Chatbot Permission Set","false","","","true","Session","sfdcInternalInt","true","","","","","","0","","","0","0","0","0","0","0","0","0","0","0","2026-04-06 13:08:54 UTC","2026-04-06 13:08:54 UTC","https://probomedical.my.salesforce.com/0PSRo000000D0obOAC"
"0PS4O000000zpmhWAA","Check_repair_information","Check repair information","Used at the asset level for product repair section","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","4","0","1","2020-10-13 13:16:53 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000zpmhWAA"
"0PS5b000001V1BWGA0","Checked_by_PM_checkbox","Checked by PM checkbox","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2023-04-04 13:58:58 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000001V1BWGA0"
"0PSRo000000A1CXOA0","Clone_This_User","Clone This User","To give permission to non-admins to Clone a User","false","","","true","Regular","ctu","false","","","","","","0","","","4","4","2","3","3","4","3","12","17","2","2025-11-20 18:02:32 UTC","2025-11-20 18:02:32 UTC","https://probomedical.my.salesforce.com/0PSRo000000A1CXOA0"
"0PS5b000001QDjlGAG","CodeBuilderUserPsl","Code Builder User","Enables the user to create and access Code Builder environments.","false","","","false","Standard","force","false","","","","","","1","","Code Builder User","0","0","0","0","0","0","0","0","0","0","2023-10-14 05:06:00 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PS5b000001QDjlGAG"
"0PSRo0000005NdVOAU","Cold_Storage_Invoicing","Cold Storage - Invoicing","","false","","","true","Regular","","false","","","","","","0","","","2","2","2","2","0","2","0","13","0","0","2024-12-19 03:20:17 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000005NdVOAU"
"0PSRo0000005NbtOAE","Cold_Storage_Warehouse_Reps","Cold Storage - Warehouse Reps","","false","","","true","Regular","","false","","","","","","0","","","1","1","0","1","0","1","0","4","0","0","2024-12-19 03:16:54 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000005NbtOAE"
"0PS5b000000HmbGGAS","Colorful_Dashboards","Colorful Dashboards","","false","","","true","Regular","","false","","","","","","1","","Change Dashboard Colors","0","0","0","0","0","0","0","0","0","0","2022-08-18 16:11:27 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HmbGGAS"
"0PSRo000000FlZhOAK","CommandCenter","Command Center","Allows access to the Command Center app and its resources.","false","","","false","Standard","force","false","","","","","","1","","Access Command Center","0","0","0","0","0","0","0","0","0","0","2026-07-07 22:36:47 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo000000FlZhOAK"
"0PSRo000000E8ddOAC","Configuration_Access","Configuration Access","This is to provide access to view items such as Flows and Apex Triggers.","false","","","true","Regular","","false","","","","","","45","Author Apex; Modify All Data; Modify Metadata; View All Data","Apex Rest Services; Api Enabled; Assign Topics; Author Apex; Connect Org To Environment Hub; Convert Leads; Create Customize Dashboards; Create Customize Filters; Create Customize Reports; Create Dashboard Folders; Create Report Folders; Create Topics; Debug Apex; Delete Topics; Edit Event; Edit My Dashboards; Edit My Reports; Edit Public Documents; Edit Public Filters; Edit Public Templates; Edit Task; Edit Topics; Import Leads; Manage Categories; Manage Dashbds In Pub Folders; Manage Interaction; Manage Networks; Manage Reports In Pub Folders; Modify All Data; Modify Metadata; Run Flow; Run Reports; Solution Import; Transfer Any Entity; Transfer Any Lead; Use Team Reassign Wizards; View All Custom Settings; View All Data; View All Non Setup Flows; View Event Log Files; View Non Setup Flow; View Public Dashboards; View Public Reports; View Roles; View Setup","516","516","516","503","503","500","500","0","0","0","2026-05-12 07:39:16 UTC","2026-05-12 08:28:01 UTC","https://probomedical.my.salesforce.com/0PSRo000000E8ddOAC"
"0PS5b000000HlcXGAS","Confirmation_Number","Confirmation Number","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","1","1","1","0","1","2022-06-08 12:47:04 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HlcXGAS"
"0PSRo0000007YcrOAE","ConnectivityServiceCASCPermSet","ConnectivityServiceCASCPermSet","","false","","","false","Session","force","true","","","","","","7","","Apex Rest Services; Api Enabled; Api User Only; Can Access CE; Chatter Internal User; Manage Named Credentials; Password Never Expires","116","116","86","91","90","106","89","0","0","0","2018-06-18 05:10:21 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PSRo0000007YcrOAE"
"0PSRo000000C1oMOAS","sfdc_nc_constraints_engine_deploy","Constraint Rules Engine Licenseless permission set","Create and manage constraint types and rules in Advanced Configurator.","false","","","true","Session","sfdcInternalInt","true","","","","","","0","","","0","0","0","0","0","0","0","0","0","0","2026-02-21 05:47:30 UTC","2026-02-21 05:47:30 UTC","https://probomedical.my.salesforce.com/0PSRo000000C1oMOAS"
"0PSRo0000004gWxOAI","ContextServiceAdminPsl","Context Service Admin","Enables the user to perform CRUD operations on context entities/objects.","false","","","false","Standard","force","false","","","","","","0","","","3","3","0","0","0","0","0","0","0","0","2024-10-17 01:36:06 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000004gWxOAI"
"0PSRo0000004gWyOAI","ContextServiceRuntimePsl","Context Service Runtime","Enables the user to perform read operation on context entities/objects","false","","","false","Standard","force","false","","","","","","0","","","3","3","0","0","0","0","0","0","0","0","2024-10-17 01:36:06 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000004gWyOAI"
"0PSRo0000002WAHOA2","CallCoachingIntegrationUser","Conversation Insights Integration User","Allow an integration user to access Salesforce so third-party telephony providers can upload data to enable the use of Conversation Insights.","false","","","false","Standard","force","false","","","","","","0","","","0","0","0","0","0","0","0","0","0","0","2024-05-15 02:57:26 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000002WAHOA2"
"0PSRo0000002WAIOA2","CallCoachingStandardUserPsl","Conversation Insights for Sales","Lets users access Einstein Conversation Insights for Sales.","false","","","false","Standard","force","false","","","","","","5","","Call Coaching User; Video Conference Meet User; Video Conference Teams User; Video Conference Zoom User; View Only Embedded App User","0","0","0","0","0","0","0","0","0","0","2024-05-15 02:57:26 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000002WAIOA2"
"0PSRo0000002WAJOA2","StandardServiceECIUser","Conversation Insights for Service","Lets users access Einstein Conversation Insights for Service.","false","","","false","Standard","force","false","","","","","","1","","View Only Embedded App User","0","0","0","0","0","0","0","0","0","0","2024-05-15 02:57:26 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000002WAJOA2"
"0PSRo0000004jJZOAY","CopilotSalesforceAdminPSG","CopilotSalesforceAdminPSG","","false","","","true","Group","force","false","","","","","","6","","Einstein Agent Platform Builder; Einstein Copilot Builder; Einstein Copilot User; Execute Prompt Templates; View Roles; View Setup","1","1","0","0","0","0","0","0","0","0","2024-10-18 01:45:50 UTC","2026-04-07 07:01:28 UTC","https://probomedical.my.salesforce.com/0PSRo0000004jJZOAY"
"0PSRo0000004jJaOAI","CopilotSalesforceUserPSG","CopilotSalesforceUserPSG","","false","","","true","Group","force","false","","","","","","2","","Einstein Copilot User; Execute Prompt Templates","1","1","0","0","0","0","0","0","0","0","2024-10-18 01:45:51 UTC","2026-04-07 07:01:33 UTC","https://probomedical.my.salesforce.com/0PSRo0000004jJaOAI"
"0PSRo0000003LZNOA2","Cost_View","Cost View","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2024-07-18 18:00:04 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000003LZNOA2"
"0PS5b000000HmZ0GAK","Create_Item_Receipts","Create Item Receipts","","false","","","true","Regular","","false","","","","","","0","","","2","2","1","1","1","1","1","22","0","1","2022-08-15 15:53:17 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HmZ0GAK"
"0PS5b000000HmS4GAK","Create_Products","Create Products","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","0","0","481","0","1","2022-08-02 08:42:49 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HmS4GAK"
"0PS4O000000WtjbWAC","Create_Purchasing_Opps","Create Purchasing Opps","Create Purchasing Opps from Vendor Sourcing","false","","","true","Regular","","false","","","","","","0","","","2","2","2","1","1","1","0","26","0","1","2019-11-07 18:55:38 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000WtjbWAC"
"0PSRo000000BY3BOAW","Create_Refurb_Tests","Create Refurb Tests","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","1","0","33","0","1","2026-02-08 20:50:43 UTC","2026-02-08 20:52:30 UTC","https://probomedical.my.salesforce.com/0PSRo000000BY3BOAW"
"0PS4O000000WtRcWAK","Create_Warranty_Ops","Create Warranty Ops","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","0","0","1","0","0","2019-08-12 18:32:00 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000WtRcWAK"
"0PS5b000001V20AGAS","Create_Work_Orders","Create Work Orders","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","1","0","475","0","1","2023-05-23 14:15:46 UTC","2025-12-22 20:48:15 UTC","https://probomedical.my.salesforce.com/0PS5b000001V20AGAS"
"0PSRo0000007CSfOAM","Create_and_Edit_Purchasing_Returns","Create and Edit Purchasing Returns","","false","","","true","Regular","","false","","","","","","0","","","2","2","1","1","1","1","1","33","0","1","2025-05-05 16:05:01 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000007CSfOAM"
"0PS5b000000HhorGAC","Create_external_repairs","Create external repairs","Ability to create external repair to add associated costs and remove previous asset from inventory","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","18","0","1","2021-11-01 17:31:46 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HhorGAC"
"0PS0B000000b6NDWAY","Create_new_assets","Create new assets","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","369","2","1","2018-04-20 14:03:07 UTC","2025-12-18 10:10:48 UTC","https://probomedical.my.salesforce.com/0PS0B000000b6NDWAY"
"0PS0B000000b5PDWAY","Creating_New_Products","Creating New Products","","false","","","true","Regular","","false","","","","","","0","","","2","2","2","2","0","0","0","23","0","1","2017-11-27 17:53:52 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS0B000000b5PDWAY"
"0PS5b000000DkfJGAS","Creating_Price_Books","Creating Price Books","","false","","","true","Regular","","false","","","","","","0","","","2","2","1","1","0","0","0","0","0","0","2023-02-10 08:56:37 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000DkfJGAS"
"0PSRo0000005hltOAA","Credit_Memo_Line_Items","Credit Memo Line Items","","false","","","true","Regular","","false","","","","","","0","","","7","7","2","2","1","4","1","1268","0","4","2025-02-04 15:34:42 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000005hltOAA"
"0PS4O0000009WmcWAE","Credit_Memo_Permission_Set","Credit Memo Permission Set","","false","","","true","Regular","","false","","","","","","0","","","2","2","2","2","2","2","1","64","0","2","2021-01-22 15:21:36 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009WmcWAE"
"0PS4O0000009WmhWAE","Credit_Memo_View_Access","Credit Memo- View Access","","false","","","true","Regular","","false","","","","","","0","","","1","1","0","0","0","0","0","52","0","1","2021-01-22 15:24:37 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009WmhWAE"
"0PS4O000000WtRhWAK","Custom_List_Views","Custom List Views","","false","","","true","Regular","","false","","","","","","2","","Create Customize Filters; Edit Public Filters","0","0","0","0","0","0","0","0","0","0","2019-08-12 18:59:07 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000WtRhWAK"
"0PSU0000000OKKBOA4","Custom_Object_Permission","Custom Object Permission","","false","","","true","Regular","","false","","","","","","0","","","4","4","4","4","4","2","2","62","2","2","2015-01-20 05:58:05 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSU0000000OKKBOA4"
"0PS4O000000WtSuWAK","D_B","D&B","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","0","0","8","0","0","2019-08-22 13:07:16 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000WtSuWAK"
"0PSRo000000BWXdOAO","Dashboard_Subscription","Dashboard Subscription","","false","","","true","Regular","","false","","","","","","8","","Run Reports; Subscribe Dashboard Roles Grps; Subscribe Dashboard To Other Users; Subscribe Report Roles Grps; Subscribe Report To Other Users; Subscribe Reports Run As User; Subscribe To Lightning Dashboards; Subscribe To Lightning Reports","0","0","0","0","0","0","0","0","0","0","2026-02-06 14:13:17 UTC","2026-02-06 14:15:43 UTC","https://probomedical.my.salesforce.com/0PSRo000000BWXdOAO"
"0PSRo00000026ZBOAY","D360HomeOrgPermSet","Data Cloud Home Org Integration User","Allows integration user to access entities specific to Remote Data Cloud.","false","","","false","Session","force","true","","","","","","6","","Apex Rest Services; Api Enabled; Api User Only; Can Access CE; Chatter Internal User; Password Never Expires","115","115","86","91","90","105","89","0","0","0","2018-06-18 05:10:21 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PSRo00000026ZBOAY"
"0PS4O000000WtjvWAC","Dataloader","Dataloader","","false","","","true","Regular","","false","","","","","","1","","Api Enabled","0","0","0","0","0","0","0","0","2","0","2019-11-08 14:50:56 UTC","2026-05-07 22:28:54 UTC","https://probomedical.my.salesforce.com/0PS4O000000WtjvWAC"
"0PS5b000001V11gGAC","Dealer_and_Retail_Pricing_Edit_at_Product_Level","Dealer and Retail Pricing - Edit at Product Level","","false","","","true","Regular","","false","","","","","","0","","","1","1","0","1","0","0","0","4","0","0","2023-03-24 04:59:33 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000001V11gGAC"
