"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32"
"0PSRo0000004gWzOAI","ExplainabilityServicePSL","Decision Explainer Service Access","Provides access to Decision Explainer Service features and objects","false","","","false","Standard","force","false","","","","","","1","","Explainability User Access","0","0","0","0","0","0","0","0","0","0","2024-10-17 01:36:06 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000004gWzOAI"
"0PS4O000000vMYhWAM","Default_lead_creator","Default lead creator","Must have access to modify all data and send emails.","false","","","true","Regular","","false","","","","","","37","Modify All Data; Modify Metadata; View All Data","Assign Topics; Connect Org To Environment Hub; Convert Leads; Create Customize Dashboards; Create Customize Filters; Create Customize Reports; Create Dashboard Folders; Create Report Folders; Create Topics; Delete Topics; Edit Event; Edit My Dashboards; Edit My Reports; Edit Public Documents; Edit Public Filters; Edit Public Templates; Edit Task; Edit Topics; Email Single; Import Leads; Manage Categories; Manage Dashbds In Pub Folders; Manage Networks; Manage Reports In Pub Folders; Modify All Data; Modify Metadata; Run Reports; Solution Import; Transfer Any Entity; Transfer Any Lead; Use Team Reassign Wizards; View All Data; View Event Log Files; View Public Dashboards; View Public Reports; View Roles; View Setup","516","516","516","503","503","500","500","0","0","0","2021-04-12 00:31:32 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000vMYhWAM"
"0PS5b000000HiPEGA0","Delete","Delete","Power to Delete Object entries","false","","","true","Regular","","false","","","","","","0","","","6","6","1","5","5","0","0","0","0","6","2021-12-17 15:48:17 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000HiPEGA0"
"0PS4O0000009SkgWAE","Delete_RMAs","Delete RMAs","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","1","1","0","0","1","2019-06-17 19:54:57 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009SkgWAE"
"0PS5b000001V13XGAS","Delete_Work_Order","Delete Work Order","","false","","","true","Regular","","false","","","","","","0","","","1","1","0","1","1","1","1","0","0","0","2023-03-27 12:33:09 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000001V13XGAS"
"0PS0B000000b6zCWAQ","Delete_sourcing_requests","Delete sourcing requests","","false","","","true","Regular","","false","","","","","","0","","","2","2","1","1","1","0","0","0","0","0","2018-06-19 14:45:09 UTC","2026-04-13 20:57:23 UTC","https://probomedical.my.salesforce.com/0PS0B000000b6zCWAQ"
"0PS0B000000b61CWAQ","Deleting_Merging_Accounts","Deleting/Merging Accounts","","false","","","true","Regular","","false","","","","","","6","","Delete Topics; Edit Task; Email Mass; Email Single; Mass Inline Edit; Merge Topics","1","1","1","1","1","1","1","0","0","0","2018-02-16 21:44:02 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS0B000000b61CWAQ"
"0PSRo00000011jdOAA","DeliveryEstimationServicePermSet","DeliveryEstimationServicePermSet","","false","","","false","Session","force","true","","","","","","6","","Apex Rest Services; Api Enabled; Api User Only; Can Access CE; Chatter Internal User; Password Never Expires","115","115","86","91","90","105","89","0","0","0","2018-06-18 05:10:21 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PSRo00000011jdOAA"
"0PS4O000000WtidWAC","Depot_Repair_Approvals","Depot Repair Approvals","Kathy Gontz to move System Deals through the approval process when they are for depot repair.","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","0","0","0","2019-11-05 15:54:48 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000WtidWAC"
"0PSRo0000006udqOAA","DesignRegistrationReadOnlyPsl","Design Registration Read Only Access","Gives users read-only access to Design Registration related features.","false","","","false","Standard","force","false","","","","","","0","","","6","6","0","0","0","0","0","0","0","0","2025-04-12 13:14:49 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000006udqOAA"
"0PSRo0000004AqPOAU","Designated_For_Access","Designated For Access","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2024-09-05 12:27:59 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PSRo0000004AqPOAU"
"0PSRo000000ANszOAG","Developer_Console","Developer Console","","false","","","true","Regular","","false","","","","","","11","Author Apex; Customize Application; Modify Metadata; View All Data","Api Enabled; Author Apex; Customize Application; Manage Custom Permissions; Modify Metadata; View All Data; View Event Log Files; View Public Dashboards; View Public Reports; View Roles; View Setup","424","424","0","0","0","408","0","0","0","0","2025-12-10 13:18:12 UTC","2025-12-10 13:18:51 UTC","https://probomedical.my.salesforce.com/0PSRo000000ANszOAG"
"0PSRo000000GqU5OAK","Disaster_Recovery_Projects_Access","Disaster Recovery Projects - Access","This provides access to Disaster Recovery Projects and the related objects such as Project Charges and Project Charge Line Items.","false","","","true","Regular","","false","","","","","","0","","","4","4","0","0","0","0","0","81","0","4","2026-07-22 12:16:11 UTC","2026-07-22 12:18:14 UTC","https://probomedical.my.salesforce.com/0PSRo000000GqU5OAK"
"0PSRo0000004W4XOAU","E360MessagingC2CPermSet","E360 Messaging Integration User","Allows integration user to access features specific to E360 Messaging.","false","","","false","Session","force","true","","","","","","28","Assign Permission Sets; Customize Application; Manage Internal Users; Manage Password Policies; Manage Roles; Manage Sharing; Manage Users; Modify Metadata; Reset Passwords","Activities Access; Apex Rest Services; Api Enabled; Api User Only; Assign Permission Sets; Can Access CE; Chatter Internal User; Customize Application; Delegated Two Factor; Email Administration; Freeze Users; Manage Internal Users; Manage Ip Addresses; Manage Login Access Policies; Manage Password Policies; Manage Preference Center; Manage Roles; Manage Sharing; Manage Two Factor; Manage Users; Modify Metadata; Monitor Login History; Password Never Expires; Privacy Data Access; Reset Passwords; Uma Query CMS Email Content; View Developer Name; View Setup","115","115","86","91","90","105","89","0","0","0","2018-06-18 05:10:21 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PSRo0000004W4XOAU"
"0PSRo0000007YcsOAE","E360UEC2CPermSet","E360UEC2CPermSet","","false","","","false","Session","force","true","","","","","","30","Assign Permission Sets; Customize Application; Manage Internal Users; Manage Password Policies; Manage Profiles Permissionsets; Manage Roles; Manage Sharing; Manage Users; Modify Metadata; Reset Passwords","Apex Rest Services; Api Enabled; Api User Only; Assign Permission Sets; Can Access CE; Chatter Internal User; Customize Application; Delegated Two Factor; Email Administration; Freeze Users; Manage Custom Permissions; Manage Internal Users; Manage Ip Addresses; Manage Login Access Policies; Manage Password Policies; Manage Preference Center; Manage Profiles Permissionsets; Manage Roles; Manage Sharing; Manage Two Factor; Manage Users; Modify Metadata; Monitor Login History; Password Never Expires; Privacy Data Access; Reset Passwords; View All Users; View Developer Name; View Roles; View Setup","115","115","86","91","90","105","89","0","0","0","2018-06-18 05:10:21 UTC","2026-08-15 06:02:55 UTC","https://probomedical.my.salesforce.com/0PSRo0000007YcsOAE"
"0PSRo0000008PHPOA2","ERIBasic","ERI Basic User","Lets users access ERI Basic features.","false","","","false","Standard","force","false","","","","","","1","","Allow ERI Basic Access","2","2","1","0","0","2","0","0","0","0","2025-08-01 04:08:22 UTC","2026-08-15 06:02:59 UTC","https://probomedical.my.salesforce.com/0PSRo0000008PHPOA2"
"0PS4O000000vN2gWAE","Edit_Account_Supervisor_Field_ONLY","Edit Account Supervisor Field ONLY","On account object","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2021-07-07 19:06:58 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000vN2gWAE"
"0PSRo000000AQndOAG","Edit_All_Contract_Line_Item_Fields","Edit All Contract Line Item Fields","","false","","","true","Regular","","false","","","","","","0","","","2","2","0","1","0","2","0","149","0","1","2025-12-17 09:34:32 UTC","2025-12-17 10:34:15 UTC","https://probomedical.my.salesforce.com/0PSRo000000AQndOAG"
"0PS5b000001V2T2GAK","Edit_All_Dashboards_Reports","Edit All Dashboards/Reports","","false","","","true","Regular","","false","","","","","","12","","Can Use New Dashboard Builder; Create Customize Dashboards; Create Customize Reports; Create Dashboard Folders; Create Report Folders; Edit My Dashboards; Edit My Reports; Manage Dashbds In Pub Folders; Manage Reports In Pub Folders; Run Reports; View Public Dashboards; View Public Reports","0","0","0","0","0","0","0","0","0","0","2023-06-13 19:01:09 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000001V2T2GAK"
"0PSRo000000AQm1OAG","Edit_All_Service_Appointment_Fields","Edit All Service Appointment Fields","","false","","","true","Regular","","false","","","","","","0","","","1","1","0","1","0","1","0","579","0","1","2025-12-17 09:29:59 UTC","2025-12-17 09:33:42 UTC","https://probomedical.my.salesforce.com/0PSRo000000AQm1OAG"
"0PSRo0000008mXJOAY","Edit_CLI_Peripheral_Service_Network_and_Service_Hardware_and_Software_Fields","Edit CLI Peripheral, Service Network, and Service Hardware and Software Fields","Enables users to edit fields in the ""Peripheral Info"", ""Service Network Settings"", and ""Service Hardware & Software Info"" sections on the Contract Line Item object.","false","","","true","Regular","","false","","","","","","0","","","2","2","0","1","0","0","0","32","0","1","2025-09-08 12:21:19 UTC","2025-09-08 12:30:52 UTC","https://probomedical.my.salesforce.com/0PSRo0000008mXJOAY"
"0PS4O0000009WifWAE","Edit_Dealer_Pricing_on_Parts","Edit Dealer Pricing on Parts","This is to edit dealer pricing field for parts products.","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","7","0","0","2021-01-11 19:58:32 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009WifWAE"
"0PS4O000000zq3SWAQ","Edit_Loaner_Fields","Edit Loaner Fields","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","1","1","23","0","1","2020-11-11 21:20:14 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000zq3SWAQ"
"0PS4O0000009SnBWAU","Edit_Opportunities","Edit Opportunities","inter-company, external and purchasing","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","0","0","0","0","0","2019-06-26 17:16:49 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009SnBWAU"
"0PS4O000000zq1bWAA","Edit_Part_Status_on_Ultrasound_Part_Products","Edit Part Status on Ultrasound Part Products","","false","","","true","Regular","","false","","","","","","0","","","2","2","1","1","0","0","0","1","0","0","2020-11-05 20:57:31 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000zq1bWAA"
"0PS4O0000009WyTWAU","Edit_Product_Status","Edit Product Status","","false","","","true","Regular","","false","","","","","","0","","","1","1","0","1","1","0","0","2","0","0","2021-02-24 19:48:50 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009WyTWAU"
"0PSRo000000DUZlOAO","Edit_Product_Tax_Code","Edit Product Tax Code","04/17/2026 - Delegate - For Lori to manage avatax tax codes","false","","","true","Regular","","false","","","","","","0","","","1","1","0","1","0","0","0","5","0","1","2026-04-17 20:28:31 UTC","2026-04-17 20:32:12 UTC","https://probomedical.my.salesforce.com/0PSRo000000DUZlOAO"
"0PS4O0000009SZTWA2","Edit_Product_and_Non_Serialized_Qty_in_Stock","Edit Product and Non-Serialized Qty in Stock","","false","","","true","Regular","","false","","","","","","0","","","1","1","0","1","0","0","0","1","0","0","2019-05-15 14:01:30 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O0000009SZTWA2"
"0PS0B000000b5m7WAA","Edit_Public_Reports","Edit Public Reports","","false","","","true","Regular","","false","","","","","","6","","Create Customize Reports; Create Report Folders; Edit My Reports; Manage Reports In Pub Folders; Run Reports; View Public Reports","0","0","0","0","0","0","0","0","0","0","2018-01-10 15:52:37 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS0B000000b5m7WAA"
"0PS0B000000b6E6WAI","Edit_Ratings_Object","Edit Ratings Object","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","1","0","2","1","0","2018-03-26 13:39:02 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS0B000000b6E6WAI"
"0PS0B000000b7EWWAY","Edit_Ratings","Edit Ratings/Notes on Asset Page","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","1","0","5","0","0","2018-07-26 13:22:32 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS0B000000b7EWWAY"
"0PS5b000000DguZGAS","Edit_Record_Type_on_Asset","Edit Record Type on Asset","Allows for the editing of opportunity record type on asset","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2022-10-04 13:24:13 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS5b000000DguZGAS"
"0PSRo000000Anc9OAC","Edit_Review_Status_Object","Edit Review Status Object","** This is the only way the review status field on the Asset (ProductItem__c) should be changed.","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","0","1","0","10","0","1","2026-01-06 20:10:30 UTC","2026-01-06 20:12:21 UTC","https://probomedical.my.salesforce.com/0PSRo000000Anc9OAC"
"0PS4O000000zpiuWAA","Edit_Serial_on_Assets","Edit Serial# on Assets","For users that do sourcing requests.","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2020-09-30 17:25:31 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000zpiuWAA"
"0PSRo000000ANplOAG","Edit_Transducer_and_Peripheral_Information_on_Service_Appointments","Edit Transducer and Peripheral Information on Service Appointments","Used to enable users to set the Transducer and Peripheral Information fields.","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","39","0","0","2025-12-10 11:12:12 UTC","2025-12-10 11:17:50 UTC","https://probomedical.my.salesforce.com/0PSRo000000ANplOAG"
"0PS0B000000b6HZWAY","Edit_cost_fields","Edit cost fields","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2018-04-06 13:34:43 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS0B000000b6HZWAY"
"0PS0B000000b6enWAA","Edit_posted_on_eBay_checkbox","Edit posted on eBay checkbox","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","4","0","0","2018-06-12 18:15:19 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS0B000000b6enWAA"
"0PS0B000000b5tSWAQ","Edit_review_status","Edit review status","","false","","","true","Regular","","false","","","","","","0","","","1","1","1","1","1","1","1","12","2","2","2018-02-08 19:18:58 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS0B000000b5tSWAQ"
"0PS4O000000vMZGWA2","Edit_sales_price_field_on_asset_page","Edit sales price field on asset page","","false","","","true","Regular","","false","","","","","","0","","","0","0","0","0","0","0","0","1","0","0","2021-04-12 17:11:31 UTC","2025-05-30 21:01:41 UTC","https://probomedical.my.salesforce.com/0PS4O000000vMZGWA2"
